ImportKey,English,TurkishTranslations,PartOfSpeech,PastSimple,PastParticiple,IsIrregular,Level,Topic,TopicSortOrder,WordSortOrder,LearningGroupSortOrder
wm-000422,travel,"{""seyahat etmek""}",Verb,traveled,traveled,false,A1,TravelAndHolidays,13,6,2
wm-000097,animal,"{""hayvan""}",Noun,,,false,A1,Animals,14,1,1
wm-000129,butterfly,"{""kelebek""}",Noun,,,false,A1,Animals,14,2,1
wm-000134,cat,"{""kedi""}",Noun,,,false,A1,Animals,14,3,1
wm-000138,chicken,"{""tavuk""}",Noun,,,false,A1,Animals,14,4,1
wm-000166,dog,"{""köpek""}",Noun,,,false,A1,Animals,14,5,1
wm-000185,fish,"{""balık""}",Noun,,,false,A1,Animals,14,6,2
wm-000234,lion,"{""aslan""}",Noun,,,false,A1,Animals,14,7,2
wm-000255,mouse,"{""fare""}",Noun,,,false,A1,Animals,14,8,2
wm-000289,rabbit,"{""tavşan""}",Noun,,,false,A1,Animals,14,9,2
wm-000310,sheep,"{""koyun""}",Noun,,,false,A1,Animals,14,10,2
wm-000343,tiger,"{""kaplan""}",Noun,,,false,A1,Animals,14,11,3
wm-000099,April,"{""Nisan""}",Noun,,,false,A1,Months,15,1,1
wm-000104,August,"{""Ağustos""}",Noun,,,false,A1,Months,15,2,1
wm-000161,December,"{""Aralık""}",Noun,,,false,A1,Months,15,3,1
wm-000182,February,"{""Şubat""}",Noun,,,false,A1,Months,15,4,1
wm-000221,January,"{""Ocak""}",Noun,,,false,A1,Months,15,5,1
wm-000225,July,"{""Temmuz""}",Noun,,,false,A1,Months,15,6,2
wm-000226,June,"{""Haziran""}",Noun,,,false,A1,Months,15,7,2
wm-000239,March,"{""Mart""}",Noun,,,false,A1,Months,15,8,2
wm-000240,May,"{""Mayıs""}",Noun,,,false,A1,Months,15,9,2
wm-000263,November,"{""Kasım""}",Noun,,,false,A1,Months,15,10,2
wm-000266,October,"{""Ekim""}",Noun,,,false,A1,Months,15,11,3
wm-000309,September,"{""Eylül""}",Noun,,,false,A1,Months,15,12,3
wm-000100,area,"{""alan""}",Noun,,,false,A1,Places,16,1,1
wm-000125,building,"{""bina"",""yapı""}",Noun,,,false,A1,Places,16,2,1
wm-000142,city,"{""şehir""}",Noun,,,false,A1,Places,16,3,1
wm-000153,country,"{""ülke""}",Noun,,,false,A1,Places,16,4,1
wm-000179,farm,"{""çiftlik""}",Noun,,,false,A1,Places,16,5,1
wm-000238,map,"{""harita""}",Noun,,,false,A1,Places,16,6,2
wm-000267,office,"{""ofis""}",Noun,,,false,A1,Places,16,7,2
wm-000273,park,"{""park""}",Noun,,,false,A1,Places,16,8,2
wm-000283,place,"{""yer""}",Noun,,,false,A1,Places,16,9,2
wm-000294,restaurant,"{""restoran"",""lokanta""}",Noun,,,false,A1,Places,16,10,2
wm-000312,shop,"{""mağaza"",""dükkân""}",Noun,,,false,A1,Places,16,11,3
wm-000326,street,"{""sokak"",""cadde""}",Noun,,,false,A1,Places,16,12,3
wm-000331,supermarket,"{""süpermarket""}",Noun,,,false,A1,Places,16,13,3
wm-000371,world,"{""dünya""}",Noun,,,false,A1,Places,16,14,3
wm-000103,article,"{""makale"",""madde""}",Noun,,,false,A1,Education,17,1,1
wm-000118,book,"{""kitap""}",Noun,,,false,A1,Education,17,2,1
wm-000143,classmate,"{""sınıf arkadaşı""}",Noun,,,false,A1,Education,17,3,1
wm-000144,classroom,"{""sınıf"",""derslik""}",Noun,,,false,A1,Education,17,4,1
wm-000148,college,"{""kolej"",""üniversite""}",Noun,,,false,A1,Education,17,5,1
wm-000174,example,"{""örnek"",""misal""}",Noun,,,false,A1,Education,17,6,2
wm-000197,grammar,"{""dil bilgisi"",""gramer""}",Noun,,,false,A1,Education,17,7,2
wm-000207,history,"{""tarih""}",Noun,,,false,A1,Education,17,8,2
wm-000211,homework,"{""ev ödevi""}",Noun,,,false,A1,Education,17,9,2
wm-000228,language,"{""dil"",""lisan""}",Noun,,,false,A1,Education,17,10,2
wm-000230,letter,"{""mektup"",""harf""}",Noun,,,false,A1,Education,17,11,3
wm-000231,library,"{""kütüphane""}",Noun,,,false,A1,Education,17,12,3
wm-000235,list,"{""liste""}",Noun,,,false,A1,Education,17,13,3
wm-000268,page,"{""sayfa""}",Noun,,,false,A1,Education,17,14,3
wm-000270,paper,"{""kâğıt""}",Noun,,,false,A1,Education,17,15,3
wm-000271,paragraph,"{""paragraf""}",Noun,,,false,A1,Education,17,16,4
wm-000277,pencil,"{""kurşun kalem""}",Noun,,,false,A1,Education,17,17,4
wm-000288,question,"{""soru""}",Noun,,,false,A1,Education,17,18,4
wm-000291,reader,"{""okuyucu""}",Noun,,,false,A1,Education,17,19,4
wm-000292,reading,"{""okuma""}",Noun,,,false,A1,Education,17,20,4
wm-000300,rule,"{""kural""}",Noun,,,false,A1,Education,17,21,5
wm-000301,ruler,"{""cetvel""}",Noun,,,false,A1,Education,17,22,5
wm-000304,school,"{""okul""}",Noun,,,false,A1,Education,17,23,5
wm-000305,science,"{""bilim"",""fen""}",Noun,,,false,A1,Education,17,24,5
wm-000306,scientist,"{""bilim insanı""}",Noun,,,false,A1,Education,17,25,5
wm-000308,section,"{""bölüm"",""kısım""}",Noun,,,false,A1,Education,17,26,6
wm-000317,skill,"{""beceri"",""yetenek""}",Noun,,,false,A1,Education,17,27,6
wm-000325,story,"{""hikâye""}",Noun,,,false,A1,Education,17,28,6
wm-000327,student,"{""öğrenci""}",Noun,,,false,A1,Education,17,29,6
wm-000328,study,"{""çalışma""}",Noun,,,false,A1,Education,17,30,6
wm-000335,teacher,"{""öğretmen""}",Noun,,,false,A1,Education,17,31,7
wm-000340,test,"{""sınav"",""test""}",Noun,,,false,A1,Education,17,32,7
wm-000368,word,"{""kelime""}",Noun,,,false,A1,Education,17,33,7
wm-000404,learn,"{""öğrenmek""}",Verb,learned,learned,false,A1,Education,17,34,7
wm-000466,read,"{""okumak""}",Verb,read,read,true,A1,Education,17,35,7
wm-000481,teach,"{""öğretmek""}",Verb,taught,taught,true,A1,Education,17,36,8
wm-000489,write,"{""yazmak""}",Verb,wrote,written,true,A1,Education,17,37,8
wm-000105,aunt,"{""teyze"",""hala""}",Noun,,,false,A1,FamilyAndPeople,18,1,1
wm-000121,boy,"{""erkek çocuk"",""oğlan""}",Noun,,,false,A1,FamilyAndPeople,18,2,1
wm-000122,boyfriend,"{""erkek arkadaş"",""sevgili""}",Noun,,,false,A1,FamilyAndPeople,18,3,1
wm-000124,brother,"{""erkek kardeş""}",Noun,,,false,A1,FamilyAndPeople,18,4,1
wm-000139,child,"{""çocuk""}",Noun,,,false,A1,FamilyAndPeople,18,5,1
wm-000157,dad,"{""baba""}",Noun,,,false,A1,FamilyAndPeople,18,6,2
wm-000158,daddy,"{""babacığım""}",Noun,,,false,A1,FamilyAndPeople,18,7,2
wm-000159,daughter,"{""kız evlat""}",Noun,,,false,A1,FamilyAndPeople,18,8,2
wm-000178,family,"{""aile""}",Noun,,,false,A1,FamilyAndPeople,18,9,2
wm-000181,father,"{""baba""}",Noun,,,false,A1,FamilyAndPeople,18,10,2
wm-000190,friend,"{""arkadaş""}",Noun,,,false,A1,FamilyAndPeople,18,11,3
wm-000194,girl,"{""kız""}",Noun,,,false,A1,FamilyAndPeople,18,12,3
wm-000195,girlfriend,"{""kız arkadaş"",""sevgili""}",Noun,,,false,A1,FamilyAndPeople,18,13,3
wm-000198,grandma,"{""büyükanne"",""nine""}",Noun,,,false,A1,FamilyAndPeople,18,14,3
wm-000199,grandmother,"{""büyükanne"",""nine""}",Noun,,,false,A1,FamilyAndPeople,18,15,3
wm-000200,grandpa,"{""dede"",""büyükbaba""}",Noun,,,false,A1,FamilyAndPeople,18,16,4
wm-000215,husband,"{""koca"",""eş""}",Noun,,,false,A1,FamilyAndPeople,18,17,4
wm-000237,man,"{""adam"",""erkek""}",Noun,,,false,A1,FamilyAndPeople,18,18,4
wm-000247,mom,"{""anne""}",Noun,,,false,A1,FamilyAndPeople,18,19,4
wm-000253,mother,"{""anne""}",Noun,,,false,A1,FamilyAndPeople,18,20,4
wm-000272,parent,"{""ebeveyn""}",Noun,,,false,A1,FamilyAndPeople,18,21,5
wm-000275,partner,"{""ortak"",""eş""}",Noun,,,false,A1,FamilyAndPeople,18,22,5
wm-000278,people,"{""insanlar""}",Noun,,,false,A1,FamilyAndPeople,18,23,5
wm-000280,person,"{""kişi""}",Noun,,,false,A1,FamilyAndPeople,18,24,5
wm-000316,sister,"{""kız kardeş"",""abla""}",Noun,,,false,A1,FamilyAndPeople,18,25,5
wm-000320,son,"{""erkek evlat"",""oğul""}",Noun,,,false,A1,FamilyAndPeople,18,26,6
wm-000354,uncle,"{""amca"",""dayı""}",Noun,,,false,A1,FamilyAndPeople,18,27,6
wm-000366,wife,"{""eş"",""karı""}",Noun,,,false,A1,FamilyAndPeople,18,28,6
wm-000367,woman,"{""kadın""}",Noun,,,false,A1,FamilyAndPeople,18,29,6
wm-000108,ball,"{""top""}",Noun,,,false,A1,SportsAndLeisure,19,1,1
wm-000193,game,"{""oyun""}",Noun,,,false,A1,SportsAndLeisure,19,2,1
wm-000208,hobby,"{""hobi"",""uğraş""}",Noun,,,false,A1,SportsAndLeisure,19,3,1
wm-000284,player,"{""oyuncu""}",Noun,,,false,A1,SportsAndLeisure,19,4,1
wm-000322,sport,"{""spor""}",Noun,,,false,A1,SportsAndLeisure,19,5,1
wm-000332,swimming,"{""yüzme""}",Noun,,,false,A1,SportsAndLeisure,19,6,2
wm-000336,team,"{""takım""}",Noun,,,false,A1,SportsAndLeisure,19,7,2
wm-000339,tennis,"{""tenis""}",Noun,,,false,A1,SportsAndLeisure,19,8,2
wm-000393,exercise,"{""egzersiz yapmak""}",Verb,exercised,exercised,false,A1,SportsAndLeisure,19,9,2
wm-000413,play,"{""oynamak""}",Verb,played,played,false,A1,SportsAndLeisure,19,10,2
wm-000110,bath,"{""banyo"",""küvet""}",Noun,,,false,A1,HomeAndObjects,20,1,1
wm-000111,bathroom,"{""banyo"",""tuvalet""}",Noun,,,false,A1,HomeAndObjects,20,2,1
wm-000113,bedroom,"{""yatak odası""}",Noun,,,false,A1,HomeAndObjects,20,3,1
wm-000119,bottle,"{""şişe""}",Noun,,,false,A1,HomeAndObjects,20,4,1
wm-000120,box,"{""kutu""}",Noun,,,false,A1,HomeAndObjects,20,5,1
wm-000133,card,"{""kart""}",Noun,,,false,A1,HomeAndObjects,20,6,2
wm-000135,chair,"{""sandalye""}",Noun,,,false,A1,HomeAndObjects,20,7,2
wm-000156,cup,"{""fincan"",""kupa""}",Noun,,,false,A1,HomeAndObjects,20,8,2
wm-000163,desk,"{""çalışma masası""}",Noun,,,false,A1,HomeAndObjects,20,9,2
wm-000165,dish,"{""tabak"",""yemek""}",Noun,,,false,A1,HomeAndObjects,20,10,2
wm-000167,doll,"{""oyuncak bebek""}",Noun,,,false,A1,HomeAndObjects,20,11,3
wm-000168,door,"{""kapı""}",Noun,,,false,A1,HomeAndObjects,20,12,3
wm-000186,floor,"{""zemin"",""kat""}",Noun,,,false,A1,HomeAndObjects,20,13,3
wm-000196,glass,"{""bardak"",""cam""}",Noun,,,false,A1,HomeAndObjects,20,14,3
wm-000210,home,"{""ev""}",Noun,,,false,A1,HomeAndObjects,20,15,3
wm-000214,house,"{""ev""}",Noun,,,false,A1,HomeAndObjects,20,16,4
wm-000299,room,"{""oda""}",Noun,,,false,A1,HomeAndObjects,20,17,4
wm-000314,shower,"{""duş"",""sağanak""}",Noun,,,false,A1,HomeAndObjects,20,18,4
wm-000333,table,"{""masa"",""tablo""}",Noun,,,false,A1,HomeAndObjects,20,19,4
wm-000345,toilet,"{""tuvalet"",""klozet""}",Noun,,,false,A1,HomeAndObjects,20,20,4
wm-000353,umbrella,"{""şemsiye""}",Noun,,,false,A1,HomeAndObjects,20,21,5
wm-000359,wall,"{""duvar""}",Noun,,,false,A1,HomeAndObjects,20,22,5
wm-000114,bicycle,"{""bisiklet""}",Noun,,,false,A1,Transportation,21,1,1
wm-000116,boat,"{""tekne"",""sandal""}",Noun,,,false,A1,Transportation,21,2,1
wm-000132,car,"{""araba""}",Noun,,,false,A1,Transportation,21,3,1
wm-000169,driver,"{""sürücü"",""şoför""}",Noun,,,false,A1,Transportation,21,4,1
wm-000324,station,"{""istasyon"",""durak""}",Noun,,,false,A1,Transportation,21,5,1
wm-000347,train,"{""tren""}",Noun,,,false,A1,Transportation,21,6,2
wm-000443,drive,"{""araba sürmek""}",Verb,drove,driven,true,A1,Transportation,21,7,2
wm-000448,fly,"{""uçmak""}",Verb,flew,flown,true,A1,Transportation,21,8,2
wm-000467,ride,"{""binmek"",""sürmek""}",Verb,rode,ridden,true,A1,Transportation,21,9,2
wm-000127,business,"{""işletme""}",Noun,,,false,A1,JobsAndWork,22,1,1
wm-000149,company,"{""şirket""}",Noun,,,false,A1,JobsAndWork,22,2,1
wm-000180,farmer,"{""çiftçi""}",Noun,,,false,A1,JobsAndWork,22,3,1
wm-000223,job,"{""iş"",""meslek""}",Noun,,,false,A1,JobsAndWork,22,4,1
wm-000243,meeting,"{""toplantı"",""görüşme""}",Noun,,,false,A1,JobsAndWork,22,5,1
wm-000369,work,"{""iş""}",Noun,,,false,A1,JobsAndWork,22,6,2
wm-000370,worker,"{""işçi"",""çalışan""}",Noun,,,false,A1,JobsAndWork,22,7,2
wm-000430,work,"{""çalışmak""}",Verb,worked,worked,false,A1,JobsAndWork,22,8,2
wm-000131,camera,"{""kamera"",""fotoğraf makinesi""}",Noun,,,false,A1,TechnologyAndMedia,23,1,1
wm-000150,computer,"{""bilgisayar""}",Noun,,,false,A1,TechnologyAndMedia,23,2,1
wm-000218,information,"{""bilgi""}",Noun,,,false,A1,TechnologyAndMedia,23,3,1
wm-000236,machine,"{""makine"",""cihaz""}",Noun,,,false,A1,TechnologyAndMedia,23,4,1
wm-000260,news,"{""haberler""}",Noun,,,false,A1,TechnologyAndMedia,23,5,1
wm-000261,newspaper,"{""gazete""}",Noun,,,false,A1,TechnologyAndMedia,23,6,2
wm-000281,photo,"{""fotoğraf""}",Noun,,,false,A1,TechnologyAndMedia,23,7,2
wm-000290,radio,"{""radyo""}",Noun,,,false,A1,TechnologyAndMedia,23,8,2
wm-000337,telephone,"{""telefon""}",Noun,,,false,A1,TechnologyAndMedia,23,9,2
wm-000338,television,"{""televizyon""}",Noun,,,false,A1,TechnologyAndMedia,23,10,2
wm-000357,video,"{""video""}",Noun,,,false,A1,TechnologyAndMedia,23,11,3
wm-000146,clothes,"{""giysi"",""kıyafet""}",Noun,,,false,A1,Clothing,24,1,1
wm-000220,jacket,"{""ceket""}",Noun,,,false,A1,Clothing,24,2,1
wm-000222,jeans,"{""kot pantolon""}",Noun,,,false,A1,Clothing,24,3,1
wm-000311,shoe,"{""ayakkabı""}",Noun,,,false,A1,Clothing,24,4,1
wm-000318,skirt,"{""etek""}",Noun,,,false,A1,Clothing,24,5,1
wm-000350,trousers,"{""pantolon""}",Noun,,,false,A1,Clothing,24,6,2
wm-000487,wear,"{""giymek"",""takmak""}",Verb,wore,worn,true,A1,Clothing,24,7,2
wm-000189,Friday,"{""Cuma""}",Noun,,,false,A1,Days,25,1,1
wm-000249,Monday,"{""Pazartesi""}",Noun,,,false,A1,Days,25,2,1
wm-000303,Saturday,"{""Cumartesi""}",Noun,,,false,A1,Days,25,3,1
wm-000330,Sunday,"{""Pazar""}",Noun,,,false,A1,Days,25,4,1
wm-000342,Thursday,"{""Perşembe""}",Noun,,,false,A1,Days,25,5,1
wm-000351,Tuesday,"{""Salı""}",Noun,,,false,A1,Days,25,6,1
wm-000363,Wednesday,"{""Çarşamba""}",Noun,,,false,A1,Days,25,7,1
wm-000244,member,"{""üye""}",Noun,,,false,A1,SocietyAndPolitics,26,1,1
wm-000374,France,"{""Fransa""}",ProperNoun,,,false,A1,Countries,27,1,1
wm-000375,Germany,"{""Almanya""}",ProperNoun,,,false,A1,Countries,27,2,1
wm-000376,Italy,"{""İtalya""}",ProperNoun,,,false,A1,Countries,27,3,1
wm-000377,Japan,"{""Japonya""}",ProperNoun,,,false,A1,Countries,27,4,1
wm-000378,Spain,"{""İspanya""}",ProperNoun,,,false,A1,Countries,27,5,1
wm-000379,Turkey,"{""Türkiye""}",ProperNoun,,,false,A1,Countries,27,6,2
wm-000490,alive,"{""canlı""}",Adjective,,,false,A2,BodyAndHealth,1,1,1
wm-000491,awake,"{""uyanık""}",Adjective,,,false,A2,BodyAndHealth,1,2,1
wm-000498,dead,"{""ölü""}",Adjective,,,false,A2,BodyAndHealth,1,3,1
wm-000538,bone,"{""kemik"",""kılçık""}",Noun,,,false,A2,BodyAndHealth,1,4,1
wm-000565,haircut,"{""saç kesimi""}",Noun,,,false,A2,BodyAndHealth,1,5,1
wm-000567,headache,"{""baş ağrısı""}",Noun,,,false,A2,BodyAndHealth,1,6,2
wm-000568,heart,"{""kalp"",""yürek""}",Noun,,,false,A2,BodyAndHealth,1,7,2
wm-000578,medicine,"{""ilaç"",""tıp""}",Noun,,,false,A2,BodyAndHealth,1,8,2
wm-000582,neck,"{""boyun""}",Noun,,,false,A2,BodyAndHealth,1,9,2
wm-000599,shoulder,"{""omuz""}",Noun,,,false,A2,BodyAndHealth,1,10,2
wm-000492,blank,"{""boş""}",Adjective,,,false,A2,Descriptions,2,1,1
wm-000493,bright,"{""parlak"",""aydınlık""}",Adjective,,,false,A2,Descriptions,2,2,1
wm-000494,broken,"{""kırık"",""bozuk""}",Adjective,,,false,A2,Descriptions,2,3,1
wm-000495,careful,"{""dikkatli"",""özenli""}",Adjective,,,false,A2,Descriptions,2,4,1
wm-000497,closed,"{""kapalı""}",Adjective,,,false,A2,Descriptions,2,5,1
wm-000499,deep,"{""derin""}",Adjective,,,false,A2,Descriptions,2,6,2
wm-000501,empty,"{""boş""}",Adjective,,,false,A2,Descriptions,2,7,2
wm-000502,excellent,"{""mükemmel""}",Adjective,,,false,A2,Descriptions,2,8,2
wm-000503,fair,"{""adil""}",Adjective,,,false,A2,Descriptions,2,9,2
wm-000505,foreign,"{""yabancı"",""dış""}",Adjective,,,false,A2,Descriptions,2,10,2
wm-000506,handsome,"{""yakışıklı""}",Adjective,,,false,A2,Descriptions,2,11,3
wm-000507,heavy,"{""ağır""}",Adjective,,,false,A2,Descriptions,2,12,3
wm-000510,light,"{""hafif"",""aydınlık""}",Adjective,,,false,A2,Descriptions,2,13,3
wm-000511,loud,"{""gürültülü""}",Adjective,,,false,A2,Descriptions,2,14,3
wm-000512,lovely,"{""hoş"",""sevimli""}",Adjective,,,false,A2,Descriptions,2,15,3
wm-000513,low,"{""alçak""}",Adjective,,,false,A2,Descriptions,2,16,4
wm-000514,lucky,"{""şanslı""}",Adjective,,,false,A2,Descriptions,2,17,4
wm-000515,narrow,"{""dar""}",Adjective,,,false,A2,Descriptions,2,18,4
wm-000516,normal,"{""normal""}",Adjective,,,false,A2,Descriptions,2,19,4
wm-000518,safe,"{""güvenli""}",Adjective,,,false,A2,Descriptions,2,20,4
wm-000519,shut,"{""kapalı""}",Adjective,,,false,A2,Descriptions,2,21,5
wm-000520,soft,"{""yumuşak""}",Adjective,,,false,A2,Descriptions,2,22,5
wm-000521,strange,"{""garip"",""tuhaf""}",Adjective,,,false,A2,Descriptions,2,23,5
wm-000523,successful,"{""başarılı""}",Adjective,,,false,A2,Descriptions,2,24,5
wm-000525,thick,"{""kalın""}",Adjective,,,false,A2,Descriptions,2,25,5
wm-000526,thin,"{""ince""}",Adjective,,,false,A2,Descriptions,2,26,6
wm-000527,unimportant,"{""önemsiz""}",Adjective,,,false,A2,Descriptions,2,27,6
wm-000528,unlucky,"{""şanssız""}",Adjective,,,false,A2,Descriptions,2,28,6
wm-000529,weak,"{""zayıf""}",Adjective,,,false,A2,Descriptions,2,29,6
wm-000531,wide,"{""geniş""}",Adjective,,,false,A2,Descriptions,2,30,6
wm-000496,clever,"{""zeki"",""akıllı""}",Adjective,,,false,A2,EmotionsAndPersonality,3,1,1
wm-000508,intelligent,"{""zeki""}",Adjective,,,false,A2,EmotionsAndPersonality,3,2,1
wm-000509,lazy,"{""tembel"",""uyuşuk""}",Adjective,,,false,A2,EmotionsAndPersonality,3,3,1
wm-000517,rude,"{""kaba"",""nezaketsiz""}",Adjective,,,false,A2,EmotionsAndPersonality,3,4,1
wm-000522,stupid,"{""aptal""}",Adjective,,,false,A2,EmotionsAndPersonality,3,5,1
wm-000643,worry,"{""endişelenmek""}",Verb,worried,worried,false,A2,EmotionsAndPersonality,3,6,2
wm-000500,dry,"{""kuru""}",Adjective,,,false,A2,NatureAndWeather,4,1,1
wm-000504,foggy,"{""sisli""}",Adjective,,,false,A2,NatureAndWeather,4,2,1
wm-000530,wet,"{""ıslak""}",Adjective,,,false,A2,NatureAndWeather,4,3,1
wm-000546,cloud,"{""bulut""}",Noun,,,false,A2,NatureAndWeather,4,4,1
wm-000555,field,"{""tarla"",""alan""}",Noun,,,false,A2,NatureAndWeather,4,5,1
wm-000560,grass,"{""çimen"",""ot""}",Noun,,,false,A2,NatureAndWeather,4,6,2
wm-000561,ground,"{""yer"",""zemin""}",Noun,,,false,A2,NatureAndWeather,4,7,2
wm-000569,hill,"{""tepe"",""yokuş""}",Noun,,,false,A2,NatureAndWeather,4,8,2
wm-000589,pollution,"{""kirlilik""}",Noun,,,false,A2,NatureAndWeather,4,9,2
wm-000605,stone,"{""taş""}",Noun,,,false,A2,NatureAndWeather,4,10,2
wm-000608,sunshine,"{""güneş ışığı""}",Noun,,,false,A2,NatureAndWeather,4,11,3
wm-000617,wind,"{""rüzgâr""}",Noun,,,false,A2,NatureAndWeather,4,12,3
wm-000524,sweet,"{""tatlı"",""şirin""}",Adjective,,,false,A2,FoodAndDrink,5,1,1
wm-000533,bean,"{""fasulye"",""çekirdek""}",Noun,,,false,A2,FoodAndDrink,5,2,1
wm-000535,beef,"{""sığır eti""}",Noun,,,false,A2,FoodAndDrink,5,3,1
wm-000536,biscuit,"{""bisküvi"",""kurabiye""}",Noun,,,false,A2,FoodAndDrink,5,4,1
wm-000550,cookie,"{""kurabiye"",""çerez""}",Noun,,,false,A2,FoodAndDrink,5,5,1
wm-000532,basketball,"{""basketbol""}",Noun,,,false,A2,SportsAndLeisure,6,1,1
wm-000547,coach,"{""antrenör"",""otobüs""}",Noun,,,false,A2,SportsAndLeisure,6,2,1
wm-000556,fishing,"{""balıkçılık""}",Noun,,,false,A2,SportsAndLeisure,6,3,1
wm-000602,soccer,"{""futbol""}",Noun,,,false,A2,SportsAndLeisure,6,4,1
wm-000534,bear,"{""ayı""}",Noun,,,false,A2,Animals,7,1,1
wm-000557,frog,"{""kurbağa""}",Noun,,,false,A2,Animals,7,2,1
wm-000581,monkey,"{""maymun""}",Noun,,,false,A2,Animals,7,3,1
wm-000537,board,"{""tahta""}",Noun,,,false,A2,HomeAndObjects,8,1,1
wm-000539,bowl,"{""kase"",""çanak""}",Noun,,,false,A2,HomeAndObjects,8,2,1
wm-000541,bucket,"{""kova""}",Noun,,,false,A2,HomeAndObjects,8,3,1
wm-000542,button,"{""düğme"",""tuş""}",Noun,,,false,A2,HomeAndObjects,8,4,1
wm-000551,couch,"{""kanepe"",""koltuk""}",Noun,,,false,A2,HomeAndObjects,8,5,1
wm-000566,hall,"{""salon"",""koridor""}",Noun,,,false,A2,HomeAndObjects,8,6,2
wm-000573,knife,"{""bıçak""}",Noun,,,false,A2,HomeAndObjects,8,7,2
wm-000596,seat,"{""koltuk"",""oturacak yer""}",Noun,,,false,A2,HomeAndObjects,8,8,2
wm-000611,tool,"{""alet"",""araç""}",Noun,,,false,A2,HomeAndObjects,8,9,2
wm-000612,towel,"{""havlu""}",Noun,,,false,A2,HomeAndObjects,8,10,2
wm-000540,bridge,"{""köprü""}",Noun,,,false,A2,Places,9,1,1
wm-000543,camp,"{""kamp""}",Noun,,,false,A2,Places,9,2,1
wm-000545,church,"{""kilise""}",Noun,,,false,A2,Places,9,3,1
wm-000585,palace,"{""saray""}",Noun,,,false,A2,Places,9,4,1
wm-000601,site,"{""alan"",""bölge""}",Noun,,,false,A2,Places,9,5,1
wm-000606,store,"{""dükkân"",""mağaza""}",Noun,,,false,A2,Places,9,6,2
wm-000613,tower,"{""kule""}",Noun,,,false,A2,Places,9,7,2
wm-000544,cartoon,"{""çizgi film"",""karikatür""}",Noun,,,false,A2,ArtsAndEntertainment,10,1,1
wm-000552,drama,"{""drama"",""tiyatro""}",Noun,,,false,A2,ArtsAndEntertainment,10,2,1
wm-000622,celebrate,"{""kutlamak""}",Verb,celebrated,celebrated,false,A2,ArtsAndEntertainment,10,3,1
wm-000548,code,"{""kod"",""şifre""}",Noun,,,false,A2,TechnologyAndMedia,11,1,1
wm-000577,mail,"{""posta""}",Noun,,,false,A2,TechnologyAndMedia,11,2,1
wm-000580,mobile,"{""cep telefonu""}",Noun,,,false,A2,TechnologyAndMedia,11,3,1
wm-000590,poster,"{""afiş"",""poster""}",Noun,,,false,A2,TechnologyAndMedia,11,4,1
wm-000593,program,"{""program""}",Noun,,,false,A2,TechnologyAndMedia,11,5,1
wm-000609,system,"{""sistem""}",Noun,,,false,A2,TechnologyAndMedia,11,6,2
wm-000610,technology,"{""teknoloji""}",Noun,,,false,A2,TechnologyAndMedia,11,7,2
wm-000549,community,"{""toplum"",""topluluk""}",Noun,,,false,A2,SocietyAndPolitics,12,1,1
wm-000559,government,"{""hükümet""}",Noun,,,false,A2,SocietyAndPolitics,12,2,1
wm-000572,king,"{""kral""}",Noun,,,false,A2,SocietyAndPolitics,12,3,1
wm-000575,law,"{""kanun""}",Noun,,,false,A2,SocietyAndPolitics,12,4,1
wm-000587,peace,"{""barış"",""huzur""}",Noun,,,false,A2,SocietyAndPolitics,12,5,1
wm-000592,president,"{""başkan"",""cumhurbaşkanı""}",Noun,,,false,A2,SocietyAndPolitics,12,6,2
wm-000604,state,"{""eyalet"",""durum""}",Noun,,,false,A2,SocietyAndPolitics,12,7,2
wm-000615,war,"{""savaş""}",Noun,,,false,A2,SocietyAndPolitics,12,8,2
wm-000553,education,"{""eğitim""}",Noun,,,false,A2,Education,13,1,1
wm-000595,research,"{""araştırma""}",Noun,,,false,A2,Education,13,2,1
wm-000554,engineer,"{""mühendis""}",Noun,,,false,A2,JobsAndWork,14,1,1
wm-000583,officer,"{""memur"",""subay""}",Noun,,,false,A2,JobsAndWork,14,2,1
wm-000584,owner,"{""sahip"",""malik""}",Noun,,,false,A2,JobsAndWork,14,3,1
wm-000594,reporter,"{""muhabir""}",Noun,,,false,A2,JobsAndWork,14,4,1
wm-000597,service,"{""hizmet""}",Noun,,,false,A2,JobsAndWork,14,5,1
wm-000558,goal,"{""hedef"",""amaç""}",Noun,,,false,A2,General,15,1,1
wm-000564,habit,"{""alışkanlık"",""huy""}",Noun,,,false,A2,General,15,2,1
wm-000570,item,"{""madde"",""öğe""}",Noun,,,false,A2,General,15,3,1
wm-000576,level,"{""seviye""}",Noun,,,false,A2,General,15,4,1
wm-000579,memory,"{""hafıza"",""anı""}",Noun,,,false,A2,General,15,5,1
wm-000591,power,"{""güç""}",Noun,,,false,A2,General,15,6,2
wm-000600,side,"{""yan"",""taraf""}",Noun,,,false,A2,General,15,7,2
wm-000603,speech,"{""konuşma"",""nutuk""}",Noun,,,false,A2,General,15,8,2
wm-000607,suggestion,"{""öneri"",""tavsiye""}",Noun,,,false,A2,General,15,9,2
wm-000618,others,"{""diğerleri""}",Pronoun,,,false,A2,General,15,10,2
wm-000562,guest,"{""misafir"",""konuk""}",Noun,,,false,A2,FamilyAndPeople,16,1,1
wm-000563,guy,"{""adam"",""herif""}",Noun,,,false,A2,FamilyAndPeople,16,2,1
